id,categoria_id,codigo,patologia
562,119,B419,Paracoccidioidomicose não especificada
563,120,B420,Esporotricose pulmonar
564,120,B421,Esporotricose linfocutânea
565,120,B427,Esporotricose disseminada
566,120,B428,Outras formas de esporotricose
567,120,B429,Esporotricose não especificada
568,121,B430,Cromomicose cutânea
569,121,B431,Abscesso cerebral feomicótico
570,121,B432,Abscesso e cisto feomicótico subcutâneos
571,121,B438,Outras formas de cromomicose
572,121,B439,Cromomicose não especificada
573,122,B440,Aspergilose pulmonar invasiva
574,122,B441,Outras aspergiloses pulmonares
575,122,B442,Aspergilose amigdaliana
576,122,B447,Aspergilose disseminada
577,122,B448,Outras formas de aspergilose
578,122,B449,Aspergilose não especificada
579,123,B450,Criptococose pulmonar
580,123,B451,Criptococose cerebral
581,123,B452,Criptococose cutânea
582,123,B453,Criptococose óssea
583,123,B457,Criptococose disseminada
584,123,B458,Outras formas de criptococose
585,123,B459,Criptococose não especificada
586,124,B460,Mucormicose pulmonar
587,124,B461,Mucormicose rinocerebral
588,124,B462,Mucormicose gastrointestinal
589,124,B463,Mucormicose cutânea
590,124,B464,Mucormicose disseminada
591,124,B465,Mucormicose não especificada
592,124,B468,Outras zigomicoses
593,124,B469,Zigomicose não especificada
594,125,B470,Eumicetoma
